"date","borough","community_district","count","borough_code","BoroCD","case_count","death_count"
2020-10-31,"Manhattan",12,613,1,"112",16926,158
2020-10-31,"Manhattan",16,3236,1,"116",16926,158
2020-10-31,"Queens",1,702,4,"401",16926,158
2020-10-31,"Queens",2,346,4,"402",16926,158
2020-10-31,"Queens",3,289,4,"403",16926,158
2020-10-31,"Queens",4,194,4,"404",16926,158
2020-10-31,"Queens",5,179,4,"405",16926,158
2020-10-31,"Queens",6,79,4,"406",16926,158
2020-10-31,"Queens",7,195,4,"407",16926,158
2020-10-31,"Queens",8,284,4,"408",16926,158
2020-10-31,"Queens",9,275,4,"409",16926,158
2020-10-31,"Queens",10,247,4,"410",16926,158
2020-10-31,"Queens",11,20,4,"411",16926,158
2020-10-31,"Queens",12,1557,4,"412",16926,158
2020-10-31,"Queens",13,601,4,"413",16926,158
2020-10-31,"Queens",14,981,4,"414",16926,158
2020-10-31,"Queens",82,1711,4,"482",16926,158
2020-10-31,"Staten Island",1,708,5,"501",16926,158
2020-10-31,"Staten Island",2,92,5,"502",16926,158
2020-10-31,"Staten Island",3,52,5,"503",16926,158
2020-10-31,"Staten Island",95,139,5,"595",16926,158
2020-11-30,"Bronx",1,1835,2,"201",44750,328
2020-11-30,"Bronx",2,890,2,"202",44750,328
2020-11-30,"Bronx",3,1784,2,"203",44750,328
2020-11-30,"Bronx",4,1908,2,"204",44750,328
2020-11-30,"Bronx",5,1784,2,"205",44750,328
2020-11-30,"Bronx",6,1475,2,"206",44750,328
2020-11-30,"Bronx",7,1183,2,"207",44750,328
2020-11-30,"Bronx",8,277,2,"208",44750,328
2020-11-30,"Bronx",9,1721,2,"209",44750,328
2020-11-30,"Bronx",10,470,2,"210",44750,328
2020-11-30,"Bronx",11,654,2,"211",44750,328
2020-11-30,"Bronx",12,1679,2,"212",44750,328
2020-11-30,"Bronx",26,3075,2,"226",44750,328
2020-11-30,"Brooklyn",1,338,3,"301",44750,328
2020-11-30,"Brooklyn",2,384,3,"302",44750,328
2020-11-30,"Brooklyn",3,1501,3,"303",44750,328
2020-11-30,"Brooklyn",4,572,3,"304",44750,328
2020-11-30,"Brooklyn",5,2042,3,"305",44750,328
2020-11-30,"Brooklyn",6,256,3,"306",44750,328
2020-11-30,"Brooklyn",7,178,3,"307",44750,328
2020-11-30,"Brooklyn",8,702,3,"308",44750,328
2020-11-30,"Brooklyn",9,566,3,"309",44750,328
2020-11-30,"Brooklyn",10,120,3,"310",44750,328
2020-11-30,"Brooklyn",11,175,3,"311",44750,328
2020-11-30,"Brooklyn",12,131,3,"312",44750,328
2020-11-30,"Brooklyn",13,410,3,"313",44750,328
2020-11-30,"Brooklyn",14,409,3,"314",44750,328
2020-11-30,"Brooklyn",15,137,3,"315",44750,328
2020-11-30,"Brooklyn",16,1466,3,"316",44750,328
2020-11-30,"Brooklyn",17,1049,3,"317",44750,328
2020-11-30,"Brooklyn",18,682,3,"318",44750,328
2020-11-30,"Brooklyn",55,2315,3,"355",44750,328
2020-11-30,"Manhattan",1,566,1,"101",44750,328
2020-11-30,"Manhattan",2,35,1,"102",44750,328
2020-11-30,"Manhattan",3,521,1,"103",44750,328
2020-11-30,"Manhattan",4,305,1,"104",44750,328
2020-11-30,"Manhattan",5,169,1,"105",44750,328
2020-11-30,"Manhattan",6,140,1,"106",44750,328
2020-11-30,"Manhattan",7,327,1,"107",44750,328
2020-11-30,"Manhattan",8,110,1,"108",44750,328
2020-11-30,"Manhattan",9,572,1,"109",44750,328
2020-11-30,"Manhattan",10,1278,1,"110",44750,328
2020-11-30,"Manhattan",11,1303,1,"111",44750,328
2020-11-30,"Manhattan",12,612,1,"112",44750,328
2020-11-30,"Manhattan",16,3290,1,"116",44750,328
2020-11-30,"Queens",1,683,4,"401",44750,328
2020-11-30,"Queens",2,341,4,"402",44750,328
2020-11-30,"Queens",3,280,4,"403",44750,328
2020-11-30,"Queens",4,188,4,"404",44750,328
2020-11-30,"Queens",5,189,4,"405",44750,328
2020-11-30,"Queens",6,80,4,"406",44750,328
2020-11-30,"Queens",7,204,4,"407",44750,328
2020-11-30,"Queens",8,276,4,"408",44750,328
2020-11-30,"Queens",9,272,4,"409",44750,328
2020-11-30,"Queens",10,232,4,"410",44750,328
2020-11-30,"Queens",11,21,4,"411",44750,328
2020-11-30,"Queens",12,1524,4,"412",44750,328
2020-11-30,"Queens",13,579,4,"413",44750,328
2020-11-30,"Queens",14,941,4,"414",44750,328
2020-11-30,"Queens",82,1674,4,"482",44750,328
2020-11-30,"Staten Island",1,691,5,"501",44750,328
2020-11-30,"Staten Island",2,79,5,"502",44750,328
2020-11-30,"Staten Island",3,50,5,"503",44750,328
2020-11-30,"Staten Island",95,129,5,"595",44750,328
2020-12-31,"Bronx",1,1839,2,"201",97760,1019
2020-12-31,"Bronx",2,887,2,"202",97760,1019
2020-12-31,"Bronx",3,1712,2,"203",97760,1019
2020-12-31,"Bronx",4,1832,2,"204",97760,1019
2020-12-31,"Bronx",5,1773,2,"205",97760,1019
2020-12-31,"Bronx",6,1441,2,"206",97760,1019
2020-12-31,"Bronx",7,1156,2,"207",97760,1019
2020-12-31,"Bronx",8,273,2,"208",97760,1019
2020-12-31,"Bronx",9,1726,2,"209",97760,1019
2020-12-31,"Bronx",10,436,2,"210",97760,1019
2020-12-31,"Bronx",11,672,2,"211",97760,1019
2020-12-31,"Bronx",12,1673,2,"212",97760,1019
2020-12-31,"Bronx",26,3110,2,"226",97760,1019
2020-12-31,"Brooklyn",1,336,3,"301",97760,1019
2020-12-31,"Brooklyn",2,381,3,"302",97760,1019
2020-12-31,"Brooklyn",3,1449,3,"303",97760,1019
2020-12-31,"Brooklyn",4,558,3,"304",97760,1019
2020-12-31,"Brooklyn",5,1933,3,"305",97760,1019
2020-12-31,"Brooklyn",6,244,3,"306",97760,1019
2020-12-31,"Brooklyn",7,168,3,"307",97760,1019
2020-12-31,"Brooklyn",8,671,3,"308",97760,1019
2020-12-31,"Brooklyn",9,552,3,"309",97760,1019
2020-12-31,"Brooklyn",10,117,3,"310",97760,1019
2020-12-31,"Brooklyn",11,175,3,"311",97760,1019
2020-12-31,"Brooklyn",12,143,3,"312",97760,1019
2020-12-31,"Brooklyn",13,403,3,"313",97760,1019
2020-12-31,"Brooklyn",14,419,3,"314",97760,1019
2020-12-31,"Brooklyn",15,133,3,"315",97760,1019
2020-12-31,"Brooklyn",16,1423,3,"316",97760,1019
2020-12-31,"Brooklyn",17,1032,3,"317",97760,1019
2020-12-31,"Brooklyn",18,692,3,"318",97760,1019
2020-12-31,"Brooklyn",55,2268,3,"355",97760,1019
2020-12-31,"Manhattan",1,563,1,"101",97760,1019
2020-12-31,"Manhattan",2,44,1,"102",97760,1019
2020-12-31,"Manhattan",3,527,1,"103",97760,1019
2020-12-31,"Manhattan",4,296,1,"104",97760,1019
2020-12-31,"Manhattan",5,168,1,"105",97760,1019
2020-12-31,"Manhattan",6,147,1,"106",97760,1019
2020-12-31,"Manhattan",7,311,1,"107",97760,1019
2020-12-31,"Manhattan",8,108,1,"108",97760,1019
2020-12-31,"Manhattan",9,554,1,"109",97760,1019
2020-12-31,"Manhattan",10,1281,1,"110",97760,1019
2020-12-31,"Manhattan",11,1277,1,"111",97760,1019
2020-12-31,"Manhattan",12,635,1,"112",97760,1019
2020-12-31,"Manhattan",16,3355,1,"116",97760,1019
2020-12-31,"Queens",1,655,4,"401",97760,1019
2020-12-31,"Queens",2,336,4,"402",97760,1019
2020-12-31,"Queens",3,277,4,"403",97760,1019
2020-12-31,"Queens",4,187,4,"404",97760,1019
2020-12-31,"Queens",5,200,4,"405",97760,1019
2020-12-31,"Queens",6,72,4,"406",97760,1019
2020-12-31,"Queens",7,200,4,"407",97760,1019
2020-12-31,"Queens",8,272,4,"408",97760,1019
2020-12-31,"Queens",9,254,4,"409",97760,1019
2020-12-31,"Queens",10,223,4,"410",97760,1019
2020-12-31,"Queens",11,22,4,"411",97760,1019
2020-12-31,"Queens",12,1500,4,"412",97760,1019
2020-12-31,"Queens",13,549,4,"413",97760,1019
2020-12-31,"Queens",14,927,4,"414",97760,1019
2020-12-31,"Queens",82,1631,4,"482",97760,1019
2020-12-31,"Staten Island",1,666,5,"501",97760,1019
2020-12-31,"Staten Island",2,73,5,"502",97760,1019
2020-12-31,"Staten Island",3,50,5,"503",97760,1019
2020-12-31,"Staten Island",95,144,5,"595",97760,1019
2021-01-31,"Bronx",1,1838,2,"201",137629,2074
2021-01-31,"Bronx",2,898,2,"202",137629,2074
2021-01-31,"Bronx",3,1664,2,"203",137629,2074
2021-01-31,"Bronx",4,1813,2,"204",137629,2074
2021-01-31,"Bronx",5,1770,2,"205",137629,2074
2021-01-31,"Bronx",6,1422,2,"206",137629,2074
2021-01-31,"Bronx",7,1145,2,"207",137629,2074
2021-01-31,"Bronx",8,264,2,"208",137629,2074
2021-01-31,"Bronx",9,1661,2,"209",137629,2074
2021-01-31,"Bronx",10,414,2,"210",137629,2074
2021-01-31,"Bronx",11,646,2,"211",137629,2074
2021-01-31,"Bronx",12,1600,2,"212",137629,2074
2021-01-31,"Bronx",26,3200,2,"226",137629,2074
2021-01-31,"Brooklyn",1,341,3,"301",137629,2074
2021-01-31,"Brooklyn",2,373,3,"302",137629,2074
2021-01-31,"Brooklyn",3,1385,3,"303",137629,2074
2021-01-31,"Brooklyn",4,577,3,"304",137629,2074
2021-01-31,"Brooklyn",5,1924,3,"305",137629,2074
2021-01-31,"Brooklyn",6,267,3,"306",137629,2074
2021-01-31,"Brooklyn",7,181,3,"307",137629,2074
2021-01-31,"Brooklyn",8,666,3,"308",137629,2074
2021-01-31,"Brooklyn",9,533,3,"309",137629,2074
2021-01-31,"Brooklyn",10,118,3,"310",137629,2074
2021-01-31,"Brooklyn",11,169,3,"311",137629,2074
2021-01-31,"Brooklyn",12,147,3,"312",137629,2074
2021-01-31,"Brooklyn",13,378,3,"313",137629,2074
2021-01-31,"Brooklyn",14,422,3,"314",137629,2074
2021-01-31,"Brooklyn",15,134,3,"315",137629,2074
2021-01-31,"Brooklyn",16,1379,3,"316",137629,2074
2021-01-31,"Brooklyn",17,1021,3,"317",137629,2074
2021-01-31,"Brooklyn",18,686,3,"318",137629,2074
2021-01-31,"Brooklyn",55,2243,3,"355",137629,2074
2021-01-31,"Manhattan",1,607,1,"101",137629,2074
2021-01-31,"Manhattan",2,41,1,"102",137629,2074
2021-01-31,"Manhattan",3,538,1,"103",137629,2074
2021-01-31,"Manhattan",4,288,1,"104",137629,2074
2021-01-31,"Manhattan",5,151,1,"105",137629,2074
2021-01-31,"Manhattan",6,138,1,"106",137629,2074
2021-01-31,"Manhattan",7,321,1,"107",137629,2074
2021-01-31,"Manhattan",8,113,1,"108",137629,2074
2021-01-31,"Manhattan",9,566,1,"109",137629,2074
2021-01-31,"Manhattan",10,1291,1,"110",137629,2074
2021-01-31,"Manhattan",11,1262,1,"111",137629,2074
2021-01-31,"Manhattan",12,617,1,"112",137629,2074
2021-01-31,"Manhattan",16,3431,1,"116",137629,2074
2021-01-31,"Queens",1,667,4,"401",137629,2074
2021-01-31,"Queens",2,322,4,"402",137629,2074
2021-01-31,"Queens",3,283,4,"403",137629,2074
2021-01-31,"Queens",4,198,4,"404",137629,2074
2021-01-31,"Queens",5,195,4,"405",137629,2074
2021-01-31,"Queens",6,66,4,"406",137629,2074
2021-01-31,"Queens",7,199,4,"407",137629,2074
2021-01-31,"Queens",8,270,4,"408",137629,2074
2021-01-31,"Queens",9,273,4,"409",137629,2074
2021-01-31,"Queens",10,231,4,"410",137629,2074
2021-01-31,"Queens",11,26,4,"411",137629,2074
2021-01-31,"Queens",12,1469,4,"412",137629,2074
2021-01-31,"Queens",13,539,4,"413",137629,2074
2021-01-31,"Queens",14,932,4,"414",137629,2074
2021-01-31,"Queens",82,1633,4,"482",137629,2074
2021-01-31,"Staten Island",1,679,5,"501",137629,2074
2021-01-31,"Staten Island",2,75,5,"502",137629,2074
2021-01-31,"Staten Island",3,46,5,"503",137629,2074
2021-01-31,"Staten Island",95,145,5,"595",137629,2074
2021-02-28,"Bronx",1,1818,2,"201",86478,2104
2021-02-28,"Bronx",2,875,2,"202",86478,2104
2021-02-28,"Bronx",3,1653,2,"203",86478,2104
2021-02-28,"Bronx",4,1811,2,"204",86478,2104
2021-02-28,"Bronx",5,1738,2,"205",86478,2104
2021-02-28,"Bronx",6,1359,2,"206",86478,2104
2021-02-28,"Bronx",7,1125,2,"207",86478,2104
2021-02-28,"Bronx",8,256,2,"208",86478,2104
2021-02-28,"Bronx",9,1619,2,"209",86478,2104
2021-02-28,"Bronx",10,408,2,"210",86478,2104
2021-02-28,"Bronx",11,641,2,"211",86478,2104
2021-02-28,"Bronx",12,1571,2,"212",86478,2104
2021-02-28,"Bronx",26,3216,2,"226",86478,2104
2021-02-28,"Brooklyn",1,340,3,"301",86478,2104
2021-02-28,"Brooklyn",2,381,3,"302",86478,2104
2021-02-28,"Brooklyn",3,1371,3,"303",86478,2104
2021-02-28,"Brooklyn",4,565,3,"304",86478,2104
2021-02-28,"Brooklyn",5,1871,3,"305",86478,2104
2021-02-28,"Brooklyn",6,272,3,"306",86478,2104
2021-02-28,"Brooklyn",7,189,3,"307",86478,2104
2021-02-28,"Brooklyn",8,639,3,"308",86478,2104
2021-02-28,"Brooklyn",9,546,3,"309",86478,2104
2021-02-28,"Brooklyn",10,107,3,"310",86478,2104
2021-02-28,"Brooklyn",11,174,3,"311",86478,2104
2021-02-28,"Brooklyn",12,138,3,"312",86478,2104
2021-02-28,"Brooklyn",13,393,3,"313",86478,2104
2021-02-28,"Brooklyn",14,412,3,"314",86478,2104
2021-02-28,"Brooklyn",15,134,3,"315",86478,2104
2021-02-28,"Brooklyn",16,1384,3,"316",86478,2104
2021-02-28,"Brooklyn",17,1014,3,"317",86478,2104
2021-02-28,"Brooklyn",18,677,3,"318",86478,2104
2021-02-28,"Brooklyn",55,2246,3,"355",86478,2104
2021-02-28,"Manhattan",1,586,1,"101",86478,2104
2021-02-28,"Manhattan",2,37,1,"102",86478,2104
2021-02-28,"Manhattan",3,540,1,"103",86478,2104
2021-02-28,"Manhattan",4,297,1,"104",86478,2104
2021-02-28,"Manhattan",5,159,1,"105",86478,2104
2021-02-28,"Manhattan",6,123,1,"106",86478,2104
2021-02-28,"Manhattan",7,317,1,"107",86478,2104
2021-02-28,"Manhattan",8,113,1,"108",86478,2104
2021-02-28,"Manhattan",9,548,1,"109",86478,2104
2021-02-28,"Manhattan",10,1254,1,"110",86478,2104
2021-02-28,"Manhattan",11,1305,1,"111",86478,2104
2021-02-28,"Manhattan",12,625,1,"112",86478,2104
2021-02-28,"Manhattan",16,3413,1,"116",86478,2104
2021-02-28,"Queens",1,663,4,"401",86478,2104
2021-02-28,"Queens",2,310,4,"402",86478,2104
2021-02-28,"Queens",3,271,4,"403",86478,2104
2021-02-28,"Queens",4,187,4,"404",86478,2104
2021-02-28,"Queens",5,198,4,"405",86478,2104
2021-02-28,"Queens",6,59,4,"406",86478,2104
2021-02-28,"Queens",7,199,4,"407",86478,2104
2021-02-28,"Queens",8,261,4,"408",86478,2104
2021-02-28,"Queens",9,273,4,"409",86478,2104
2021-02-28,"Queens",10,219,4,"410",86478,2104
2021-02-28,"Queens",11,20,4,"411",86478,2104
2021-02-28,"Queens",12,1427,4,"412",86478,2104
2021-02-28,"Queens",13,525,4,"413",86478,2104
2021-02-28,"Queens",14,897,4,"414",86478,2104
2021-02-28,"Queens",82,1604,4,"482",86478,2104
2021-02-28,"Staten Island",1,635,5,"501",86478,2104
2021-02-28,"Staten Island",2,77,5,"502",86478,2104
2021-02-28,"Staten Island",3,48,5,"503",86478,2104
2021-02-28,"Staten Island",95,142,5,"595",86478,2104
2021-03-31,"Bronx",1,1726,2,"201",92039,1752
2021-03-31,"Bronx",2,845,2,"202",92039,1752
2021-03-31,"Bronx",3,1636,2,"203",92039,1752
2021-03-31,"Bronx",4,1767,2,"204",92039,1752
2021-03-31,"Bronx",5,1666,2,"205",92039,1752
2021-03-31,"Bronx",6,1347,2,"206",92039,1752
2021-03-31,"Bronx",7,1084,2,"207",92039,1752
2021-03-31,"Bronx",8,277,2,"208",92039,1752
2021-03-31,"Bronx",9,1563,2,"209",92039,1752
2021-03-31,"Bronx",10,384,2,"210",92039,1752
2021-03-31,"Bronx",11,635,2,"211",92039,1752
2021-03-31,"Bronx",12,1508,2,"212",92039,1752
2021-03-31,"Bronx",26,3121,2,"226",92039,1752
2021-03-31,"Brooklyn",1,353,3,"301",92039,1752
2021-03-31,"Brooklyn",2,369,3,"302",92039,1752
2021-03-31,"Brooklyn",3,1384,3,"303",92039,1752
2021-03-31,"Brooklyn",4,518,3,"304",92039,1752
2021-03-31,"Brooklyn",5,1818,3,"305",92039,1752
2021-03-31,"Brooklyn",6,279,3,"306",92039,1752
2021-03-31,"Brooklyn",7,165,3,"307",92039,1752
2021-03-31,"Brooklyn",8,638,3,"308",92039,1752
2021-03-31,"Brooklyn",9,535,3,"309",92039,1752
2021-03-31,"Brooklyn",10,102,3,"310",92039,1752
2021-03-31,"Brooklyn",11,165,3,"311",92039,1752
2021-03-31,"Brooklyn",12,134,3,"312",92039,1752
2021-03-31,"Brooklyn",13,373,3,"313",92039,1752
2021-03-31,"Brooklyn",14,397,3,"314",92039,1752
2021-03-31,"Brooklyn",15,135,3,"315",92039,1752
2021-03-31,"Brooklyn",16,1317,3,"316",92039,1752
2021-03-31,"Brooklyn",17,976,3,"317",92039,1752
2021-03-31,"Brooklyn",18,679,3,"318",92039,1752
2021-03-31,"Brooklyn",55,2233,3,"355",92039,1752
2021-03-31,"Manhattan",1,595,1,"101",92039,1752
2021-03-31,"Manhattan",2,30,1,"102",92039,1752
2021-03-31,"Manhattan",3,526,1,"103",92039,1752
2021-03-31,"Manhattan",4,281,1,"104",92039,1752
2021-03-31,"Manhattan",5,149,1,"105",92039,1752
2021-03-31,"Manhattan",6,139,1,"106",92039,1752
2021-03-31,"Manhattan",7,316,1,"107",92039,1752
2021-03-31,"Manhattan",8,109,1,"108",92039,1752
2021-03-31,"Manhattan",9,502,1,"109",92039,1752
2021-03-31,"Manhattan",10,1210,1,"110",92039,1752
2021-03-31,"Manhattan",11,1267,1,"111",92039,1752
2021-03-31,"Manhattan",12,634,1,"112",92039,1752
2021-03-31,"Manhattan",16,3380,1,"116",92039,1752
2021-03-31,"Queens",1,666,4,"401",92039,1752
2021-03-31,"Queens",2,301,4,"402",92039,1752
2021-03-31,"Queens",3,245,4,"403",92039,1752
2021-03-31,"Queens",4,181,4,"404",92039,1752
2021-03-31,"Queens",5,193,4,"405",92039,1752
2021-03-31,"Queens",6,58,4,"406",92039,1752
2021-03-31,"Queens",7,207,4,"407",92039,1752
2021-03-31,"Queens",8,245,4,"408",92039,1752
2021-03-31,"Queens",9,262,4,"409",92039,1752
2021-03-31,"Queens",10,221,4,"410",92039,1752
2021-03-31,"Queens",11,17,4,"411",92039,1752
2021-03-31,"Queens",12,1434,4,"412",92039,1752
2021-03-31,"Queens",13,492,4,"413",92039,1752
2021-03-31,"Queens",14,867,4,"414",92039,1752
2021-03-31,"Queens",82,1551,4,"482",92039,1752
2021-03-31,"Staten Island",1,611,5,"501",92039,1752
2021-03-31,"Staten Island",2,75,5,"502",92039,1752
2021-03-31,"Staten Island",3,47,5,"503",92039,1752
2021-03-31,"Staten Island",95,130,5,"595",92039,1752
2021-04-30,"Bronx",1,1720,2,"201",54334,1224
2021-04-30,"Bronx",2,823,2,"202",54334,1224
2021-04-30,"Bronx",3,1629,2,"203",54334,1224
2021-04-30,"Bronx",4,1678,2,"204",54334,1224
2021-04-30,"Bronx",5,1584,2,"205",54334,1224
2021-04-30,"Bronx",6,1293,2,"206",54334,1224
2021-04-30,"Bronx",7,1044,2,"207",54334,1224
2021-04-30,"Bronx",8,254,2,"208",54334,1224
2021-04-30,"Bronx",9,1509,2,"209",54334,1224
2021-04-30,"Bronx",10,376,2,"210",54334,1224
2021-04-30,"Bronx",11,631,2,"211",54334,1224
2021-04-30,"Bronx",12,1469,2,"212",54334,1224
2021-04-30,"Bronx",26,3014,2,"226",54334,1224
2021-04-30,"Brooklyn",1,332,3,"301",54334,1224
2021-04-30,"Brooklyn",2,350,3,"302",54334,1224
2021-04-30,"Brooklyn",3,1355,3,"303",54334,1224
2021-04-30,"Brooklyn",4,505,3,"304",54334,1224
2021-04-30,"Brooklyn",5,1742,3,"305",54334,1224
2021-04-30,"Brooklyn",6,264,3,"306",54334,1224
2021-04-30,"Brooklyn",7,168,3,"307",54334,1224
2021-04-30,"Brooklyn",8,621,3,"308",54334,1224
2021-04-30,"Brooklyn",9,493,3,"309",54334,1224
2021-04-30,"Brooklyn",10,94,3,"310",54334,1224
2021-04-30,"Brooklyn",11,157,3,"311",54334,1224
2021-04-30,"Brooklyn",12,149,3,"312",54334,1224
2021-04-30,"Brooklyn",13,382,3,"313",54334,1224
2021-04-30,"Brooklyn",14,392,3,"314",54334,1224
2021-04-30,"Brooklyn",15,119,3,"315",54334,1224
2021-04-30,"Brooklyn",16,1248,3,"316",54334,1224
2021-04-30,"Brooklyn",17,952,3,"317",54334,1224
2021-04-30,"Brooklyn",18,670,3,"318",54334,1224
2021-04-30,"Brooklyn",55,2249,3,"355",54334,1224
2021-04-30,"Manhattan",1,599,1,"101",54334,1224
2021-04-30,"Manhattan",2,29,1,"102",54334,1224
2021-04-30,"Manhattan",3,547,1,"103",54334,1224
2021-04-30,"Manhattan",4,275,1,"104",54334,1224
2021-04-30,"Manhattan",5,145,1,"105",54334,1224
2021-04-30,"Manhattan",6,130,1,"106",54334,1224
2021-04-30,"Manhattan",7,307,1,"107",54334,1224
2021-04-30,"Manhattan",8,100,1,"108",54334,1224
2021-04-30,"Manhattan",9,480,1,"109",54334,1224
2021-04-30,"Manhattan",10,1146,1,"110",54334,1224
2021-04-30,"Manhattan",11,1216,1,"111",54334,1224
2021-04-30,"Manhattan",12,599,1,"112",54334,1224
2021-04-30,"Manhattan",16,3320,1,"116",54334,1224
2021-04-30,"Queens",1,636,4,"401",54334,1224
2021-04-30,"Queens",2,291,4,"402",54334,1224
2021-04-30,"Queens",3,246,4,"403",54334,1224
2021-04-30,"Queens",4,184,4,"404",54334,1224
2021-04-30,"Queens",5,181,4,"405",54334,1224
2021-04-30,"Queens",6,54,4,"406",54334,1224
2021-04-30,"Queens",7,194,4,"407",54334,1224
2021-04-30,"Queens",8,247,4,"408",54334,1224
2021-04-30,"Queens",9,273,4,"409",54334,1224
2021-04-30,"Queens",10,208,4,"410",54334,1224
2021-04-30,"Queens",11,19,4,"411",54334,1224
2021-04-30,"Queens",12,1404,4,"412",54334,1224
2021-04-30,"Queens",13,495,4,"413",54334,1224
2021-04-30,"Queens",14,865,4,"414",54334,1224
2021-04-30,"Queens",82,1494,4,"482",54334,1224
2021-04-30,"Staten Island",1,601,5,"501",54334,1224
2021-04-30,"Staten Island",2,70,5,"502",54334,1224
2021-04-30,"Staten Island",3,44,5,"503",54334,1224
2021-04-30,"Staten Island",95,135,5,"595",54334,1224
2021-05-31,"Bronx",1,1676,2,"201",13568,566
2021-05-31,"Bronx",2,775,2,"202",13568,566
2021-05-31,"Bronx",3,1576,2,"203",13568,566
2021-05-31,"Bronx",4,1665,2,"204",13568,566
2021-05-31,"Bronx",5,1593,2,"205",13568,566
2021-05-31,"Bronx",6,1274,2,"206",13568,566
2021-05-31,"Bronx",7,1033,2,"207",13568,566
2021-05-31,"Bronx",8,257,2,"208",13568,566
2021-05-31,"Bronx",9,1498,2,"209",13568,566
2021-05-31,"Bronx",10,357,2,"210",13568,566
2021-05-31,"Bronx",11,636,2,"211",13568,566
2021-05-31,"Bronx",12,1377,2,"212",13568,566
2021-05-31,"Bronx",26,2899,2,"226",13568,566
2021-05-31,"Brooklyn",1,341,3,"301",13568,566
2021-05-31,"Brooklyn",2,341,3,"302",13568,566
2021-05-31,"Brooklyn",3,1313,3,"303",13568,566
2021-05-31,"Brooklyn",4,513,3,"304",13568,566
2021-05-31,"Brooklyn",5,1678,3,"305",13568,566
2021-05-31,"Brooklyn",6,255,3,"306",13568,566
2021-05-31,"Brooklyn",7,164,3,"307",13568,566
2021-05-31,"Brooklyn",8,611,3,"308",13568,566
2021-05-31,"Brooklyn",9,473,3,"309",13568,566
2021-05-31,"Brooklyn",10,89,3,"310",13568,566
2021-05-31,"Brooklyn",11,162,3,"311",13568,566
2021-05-31,"Brooklyn",12,131,3,"312",13568,566
2021-05-31,"Brooklyn",13,404,3,"313",13568,566
2021-05-31,"Brooklyn",14,396,3,"314",13568,566
2021-05-31,"Brooklyn",15,120,3,"315",13568,566
2021-05-31,"Brooklyn",16,1250,3,"316",13568,566
2021-05-31,"Brooklyn",17,959,3,"317",13568,566
2021-05-31,"Brooklyn",18,626,3,"318",13568,566
2021-05-31,"Brooklyn",55,2167,3,"355",13568,566
2021-05-31,"Manhattan",1,534,1,"101",13568,566
2021-05-31,"Manhattan",2,26,1,"102",13568,566
2021-05-31,"Manhattan",3,549,1,"103",13568,566
2021-05-31,"Manhattan",4,267,1,"104",13568,566
2021-05-31,"Manhattan",5,141,1,"105",13568,566
2021-05-31,"Manhattan",6,129,1,"106",13568,566
2021-05-31,"Manhattan",7,287,1,"107",13568,566
2021-05-31,"Manhattan",8,86,1,"108",13568,566
2021-05-31,"Manhattan",9,489,1,"109",13568,566
2021-05-31,"Manhattan",10,1115,1,"110",13568,566
2021-05-31,"Manhattan",11,1172,1,"111",13568,566
2021-05-31,"Manhattan",12,595,1,"112",13568,566
2021-05-31,"Manhattan",16,3395,1,"116",13568,566
2021-05-31,"Queens",1,618,4,"401",13568,566
2021-05-31,"Queens",2,289,4,"402",13568,566
2021-05-31,"Queens",3,265,4,"403",13568,566
2021-05-31,"Queens",4,177,4,"404",13568,566
2021-05-31,"Queens",5,179,4,"405",13568,566
2021-05-31,"Queens",6,53,4,"406",13568,566
2021-05-31,"Queens",7,187,4,"407",13568,566
2021-05-31,"Queens",8,240,4,"408",13568,566
2021-05-31,"Queens",9,250,4,"409",13568,566
2021-05-31,"Queens",10,204,4,"410",13568,566
2021-05-31,"Queens",11,16,4,"411",13568,566
2021-05-31,"Queens",12,1348,4,"412",13568,566
2021-05-31,"Queens",13,482,4,"413",13568,566
2021-05-31,"Queens",14,806,4,"414",13568,566
2021-05-31,"Queens",82,1377,4,"482",13568,566
2021-05-31,"Staten Island",1,557,5,"501",13568,566
2021-05-31,"Staten Island",2,74,5,"502",13568,566
2021-05-31,"Staten Island",3,44,5,"503",13568,566
2021-05-31,"Staten Island",95,125,5,"595",13568,566
2021-06-30,"Bronx",1,1689,2,"201",5263,196
2021-06-30,"Bronx",2,762,2,"202",5263,196
2021-06-30,"Bronx",3,1524,2,"203",5263,196
2021-06-30,"Bronx",4,1630,2,"204",5263,196
2021-06-30,"Bronx",5,1556,2,"205",5263,196
2021-06-30,"Bronx",6,1256,2,"206",5263,196
2021-06-30,"Bronx",7,986,2,"207",5263,196
2021-06-30,"Bronx",8,239,2,"208",5263,196
2021-06-30,"Bronx",9,1477,2,"209",5263,196
2021-06-30,"Bronx",10,358,2,"210",5263,196
2021-06-30,"Bronx",11,626,2,"211",5263,196
2021-06-30,"Bronx",12,1332,2,"212",5263,196
2021-06-30,"Bronx",26,2910,2,"226",5263,196
2021-06-30,"Brooklyn",1,333,3,"301",5263,196
2021-06-30,"Brooklyn",2,330,3,"302",5263,196
2021-06-30,"Brooklyn",3,1258,3,"303",5263,196
2021-06-30,"Brooklyn",4,510,3,"304",5263,196
2021-06-30,"Brooklyn",5,1656,3,"305",5263,196
2021-06-30,"Brooklyn",6,257,3,"306",5263,196
2021-06-30,"Brooklyn",7,158,3,"307",5263,196
